No,Title,Link,Tags,Acceptance,Difficulty,Frequency
1395,Count Number of Teams,https://leetcode.com/problems/count-number-of-teams/description/,[Array][Dynamic Programming][Binary Indexed Tree],66.10%,Medium,0%
2074,Reverse Nodes in Even Length Groups,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/description/,[Linked List],57.10%,Medium,0%
893,Groups of Special-Equivalent Strings,https://leetcode.com/problems/groups-of-special-equivalent-strings/description/,[Array][Hash Table][String][Sorting],71.60%,Medium,0%
2317,Maximum XOR After Operations,https://leetcode.com/problems/maximum-xor-after-operations/description/,[Array][Math][Bit Manipulation],79.20%,Medium,0%
2956,Find Common Elements Between Two Arrays,https://leetcode.com/problems/find-common-elements-between-two-arrays/description/,[Array][Hash Table],82.30%,Easy,0%
313,Super Ugly Number,https://leetcode.com/problems/super-ugly-number/description/,[Array][Math][Dynamic Programming],45.30%,Medium,0%
2037,Minimum Number of Moves to Seat Everyone,https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone/description/,[Array][Greedy][Sorting],81.90%,Easy,0%
2595,Number of Even and Odd Bits,https://leetcode.com/problems/number-of-even-and-odd-bits/description/,[Bit Manipulation],72.30%,Easy,0%
603,Consecutive Available Seats,https://leetcode.com/problems/consecutive-available-seats/description/,[Database],66.30%,Easy,0%
2974,Minimum Number Game,https://leetcode.com/problems/minimum-number-game/description/,[Array][Sorting][Heap (Priority Queue)][Simulation],85.70%,Easy,0%
1050,Actors and Directors Who Cooperated At Least Three Times,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times/description/,[Database],69.80%,Easy,0%
1022,Sum of Root To Leaf Binary Numbers,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/description/,[Tree][Depth-First Search][Binary Tree],73.10%,Easy,0%
1124,Longest Well-Performing Interval,https://leetcode.com/problems/longest-well-performing-interval/description/,[Array][Hash Table][Stack][Monotonic Stack][Prefix Sum],34.70%,Medium,0%
2830,Maximize the Profit as the Salesman,https://leetcode.com/problems/maximize-the-profit-as-the-salesman/description/,[Array][Hash Table][Binary Search][Dynamic Programming][Sorting],35.70%,Medium,0%
321,Create Maximum Number,https://leetcode.com/problems/create-maximum-number/description/,[Array][Two Pointers][Stack][Greedy][Monotonic Stack],29.90%,Hard,0%
984,String Without AAA or BBB,https://leetcode.com/problems/string-without-aaa-or-bbb/description/,[String][Greedy],43.80%,Medium,0%
2080,Range Frequency Queries,https://leetcode.com/problems/range-frequency-queries/description/,[Array][Hash Table][Binary Search][Design][Segment Tree],39.50%,Medium,0%
1805,Number of Different Integers in a String,https://leetcode.com/problems/number-of-different-integers-in-a-string/description/,[Hash Table][String],37.60%,Easy,0%
1953,Maximum Number of Weeks for Which You Can Work,https://leetcode.com/problems/maximum-number-of-weeks-for-which-you-can-work/description/,[Array][Greedy],40.30%,Medium,0%
2602,Minimum Operations to Make All Array Elements Equal,https://leetcode.com/problems/minimum-operations-to-make-all-array-elements-equal/description/,[Array][Binary Search][Sorting][Prefix Sum],35.00%,Medium,0%
524,Longest Word in Dictionary through Deleting,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/description/,[Array][Two Pointers][String][Sorting],51.10%,Medium,0%
2721,Execute Asynchronous Functions in Parallel,https://leetcode.com/problems/execute-asynchronous-functions-in-parallel/description/,,73.20%,Medium,0%
637,Average of Levels in Binary Tree,https://leetcode.com/problems/average-of-levels-in-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],72.40%,Easy,0%
1964,Find the Longest Valid Obstacle Course at Each Position,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position/description/,[Array][Binary Search][Binary Indexed Tree],63.10%,Hard,0%
2380,Time Needed to Rearrange a Binary String,https://leetcode.com/problems/time-needed-to-rearrange-a-binary-string/description/,[String][Dynamic Programming][Simulation],49.60%,Medium,0%
2381,Shifting Letters II,https://leetcode.com/problems/shifting-letters-ii/description/,[Array][String][Prefix Sum],36.80%,Medium,0%
2447,Number of Subarrays With GCD Equal to K,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k/description/,[Array][Math][Number Theory],49.50%,Medium,0%
2553,Separate the Digits in an Array,https://leetcode.com/problems/separate-the-digits-in-an-array/description/,[Array][Simulation],78.90%,Easy,0%
2562,Find the Array Concatenation Value,https://leetcode.com/problems/find-the-array-concatenation-value/description/,[Array][Two Pointers][Simulation],69.60%,Easy,0%
630,Course Schedule III,https://leetcode.com/problems/course-schedule-iii/description/,[Array][Greedy][Sorting][Heap (Priority Queue)],40.20%,Hard,0%
1252,Cells with Odd Values in a Matrix,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix/description/,[Array][Math][Simulation],78.60%,Easy,0%
1448,Count Good Nodes in Binary Tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],73.10%,Medium,0%
1129,Shortest Path with Alternating Colors,https://leetcode.com/problems/shortest-path-with-alternating-colors/description/,[Breadth-First Search][Graph],47.20%,Medium,0%
2226,Maximum Candies Allocated to K Children,https://leetcode.com/problems/maximum-candies-allocated-to-k-children/description/,[Array][Binary Search],37.80%,Medium,0%
2206,Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs/description/,[Array][Hash Table][Bit Manipulation][Counting],73.40%,Easy,0%
1976,Number of Ways to Arrive at Destination,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/description/,[Dynamic Programming][Graph][Topological Sort][Shortest Path],28.20%,Medium,0%
376,Wiggle Subsequence,https://leetcode.com/problems/wiggle-subsequence/description/,[Array][Dynamic Programming][Greedy],48.40%,Medium,0%
1005,Maximize Sum Of Array After K Negations,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations/description/,[Array][Greedy][Sorting],51.00%,Easy,0%
1028,Recover a Tree From Preorder Traversal,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal/description/,[String][Tree][Depth-First Search][Binary Tree],74.20%,Hard,0%
2078,Two Furthest Houses With Different Colors,https://leetcode.com/problems/two-furthest-houses-with-different-colors/description/,[Array][Greedy],66.20%,Easy,0%
2110,Number of Smooth Descent Periods of a Stock,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock/description/,[Array][Math][Dynamic Programming],58.70%,Medium,0%
2551,Put Marbles in Bags,https://leetcode.com/problems/put-marbles-in-bags/description/,[Array][Greedy][Sorting][Heap (Priority Queue)],66.80%,Hard,0%
2679,Sum in a Matrix,https://leetcode.com/problems/sum-in-a-matrix/description/,[Array][Sorting][Heap (Priority Queue)][Matrix][Simulation],59.40%,Medium,0%
1890,The Latest Login in 2020,https://leetcode.com/problems/the-latest-login-in-2020/description/,[Database],77.10%,Easy,0%
1514,Path with Maximum Probability,https://leetcode.com/problems/path-with-maximum-probability/description/,[Array][Graph][Heap (Priority Queue)][Shortest Path],54.60%,Medium,0%
1741,Find Total Time Spent by Each Employee,https://leetcode.com/problems/find-total-time-spent-by-each-employee/description/,[Database],87.00%,Easy,0%
3046,Split the Array,https://leetcode.com/problems/split-the-array/description/,[Array][Hash Table][Counting],57.10%,Easy,0%
668,Kth Smallest Number in Multiplication Table,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/description/,[Math][Binary Search],51.60%,Hard,0%
1400,Construct K Palindrome Strings,https://leetcode.com/problems/construct-k-palindrome-strings/description/,[Hash Table][String][Greedy][Counting],62.20%,Medium,0%
1485,Clone Binary Tree With Random Pointer,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],80.50%,Medium,0%
2344,Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible/description/,[Array][Math][Sorting][Heap (Priority Queue)][Number Theory],56.10%,Hard,0%
2416,Sum of Prefix Scores of Strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings/description/,[Array][String][Trie][Counting],45.30%,Hard,0%
2957,Remove Adjacent Almost-Equal Characters,https://leetcode.com/problems/remove-adjacent-almost-equal-characters/description/,[String][Dynamic Programming][Greedy],51.50%,Medium,0%
2439,Minimize Maximum of Array,https://leetcode.com/problems/minimize-maximum-of-array/description/,[Array][Binary Search][Dynamic Programming][Greedy][Prefix Sum],46.60%,Medium,0%
2626,Array Reduce Transformation,https://leetcode.com/problems/array-reduce-transformation/description/,,83.90%,Easy,0%
2697,Lexicographically Smallest Palindrome,https://leetcode.com/problems/lexicographically-smallest-palindrome/description/,[Two Pointers][String][Greedy],81.20%,Easy,0%
702,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/description/,[Array][Binary Search][Interactive],72.00%,Medium,0%
1156,Swap For Longest Repeated Character Substring,https://leetcode.com/problems/swap-for-longest-repeated-character-substring/description/,[Hash Table][String][Sliding Window],44.00%,Medium,0%
1893,Check if All the Integers in a Range Are Covered,https://leetcode.com/problems/check-if-all-the-integers-in-a-range-are-covered/description/,[Array][Hash Table][Prefix Sum],49.70%,Easy,0%
2319,Check if Matrix Is X-Matrix,https://leetcode.com/problems/check-if-matrix-is-x-matrix/description/,[Array][Matrix],65.30%,Easy,0%
2578,Split With Minimum Sum,https://leetcode.com/problems/split-with-minimum-sum/description/,[Math][Greedy][Sorting],69.90%,Easy,0%
2609,Find the Longest Balanced Substring of a Binary String,https://leetcode.com/problems/find-the-longest-balanced-substring-of-a-binary-string/description/,[String],45.90%,Easy,0%
2855,Minimum Right Shifts to Sort the Array,https://leetcode.com/problems/minimum-right-shifts-to-sort-the-array/description/,[Array],57.50%,Easy,0%
2331,Evaluate Boolean Binary Tree,https://leetcode.com/problems/evaluate-boolean-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],77.70%,Easy,0%
914,X of a Kind in a Deck of Cards,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/description/,[Array][Hash Table][Math][Counting][Number Theory],30.00%,Easy,0%
2261,K Divisible Elements Subarrays,https://leetcode.com/problems/k-divisible-elements-subarrays/description/,[Array][Hash Table][Trie][Rolling Hash][Hash Function][Enumeration],50.60%,Medium,0%
2328,Number of Increasing Paths in a Grid,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/description/,[Array][Dynamic Programming][Depth-First Search][Breadth-First Search][Graph][Topological Sort][Memoization][Matrix],58.70%,Hard,0%
2451,Odd String Difference,https://leetcode.com/problems/odd-string-difference/description/,[Array][Hash Table][String],58.90%,Easy,0%
2466,Count Ways To Build Good Strings,https://leetcode.com/problems/count-ways-to-build-good-strings/description/,[Dynamic Programming],54.70%,Medium,0%
2874,Maximum Value of an Ordered Triplet II,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii/description/,[Array],41.10%,Medium,0%
1309,Decrypt String from Alphabet to Integer Mapping,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping/description/,[String],79.60%,Easy,0%
1557,Minimum Number of Vertices to Reach All Nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/description/,[Graph],81.10%,Medium,0%
2545,Sort the Students by Their Kth Score,https://leetcode.com/problems/sort-the-students-by-their-kth-score/description/,[Array][Sorting][Matrix],85.20%,Medium,0%
594,Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence/description/,[Array][Hash Table][Sliding Window][Sorting][Counting],54.50%,Easy,0%
1475,Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/description/,[Array][Stack][Monotonic Stack],77.50%,Easy,0%
2652,Sum Multiples,https://leetcode.com/problems/sum-multiples/description/,[Math],85.10%,Easy,0%
447,Number of Boomerangs,https://leetcode.com/problems/number-of-boomerangs/description/,[Array][Hash Table][Math],55.40%,Medium,0%
734,Sentence Similarity,https://leetcode.com/problems/sentence-similarity/description/,[Array][Hash Table][String],44.30%,Easy,0%
961,N-Repeated Element in Size 2N Array,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/description/,[Array][Hash Table],76.60%,Easy,0%
1184,Distance Between Bus Stops,https://leetcode.com/problems/distance-between-bus-stops/description/,[Array],54.00%,Easy,0%
1550,Three Consecutive Odds,https://leetcode.com/problems/three-consecutive-odds/description/,[Array],63.10%,Easy,0%
1437,Check If All 1's Are at Least Length K Places Away,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/description/,[Array],58.10%,Easy,0%
1605,Find Valid Matrix Given Row and Column Sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/description/,[Array][Greedy][Matrix],77.20%,Medium,0%
2644,Find the Maximum Divisibility Score,https://leetcode.com/problems/find-the-maximum-divisibility-score/description/,[Array],48.60%,Easy,0%
1678,Goal Parser Interpretation,https://leetcode.com/problems/goal-parser-interpretation/description/,[String],87.10%,Easy,0%
1020,Number of Enclaves,https://leetcode.com/problems/number-of-enclaves/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],68.70%,Medium,0%
1502,Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/description/,[Array][Sorting],69.60%,Easy,0%
352,Data Stream as Disjoint Intervals,https://leetcode.com/problems/data-stream-as-disjoint-intervals/description/,[Binary Search][Design][Ordered Set],60.00%,Hard,0%
1261,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Design][Binary Tree],77.10%,Medium,0%
1310,XOR Queries of a Subarray,https://leetcode.com/problems/xor-queries-of-a-subarray/description/,[Array][Bit Manipulation][Prefix Sum],72.60%,Medium,0%
1673,Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence/description/,[Array][Stack][Greedy][Monotonic Stack],50.10%,Medium,0%
2047,Number of Valid Words in a Sentence,https://leetcode.com/problems/number-of-valid-words-in-a-sentence/description/,[String],29.00%,Easy,0%
2767,Partition String Into Minimum Beautiful Substrings,https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings/description/,[Hash Table][String][Dynamic Programming][Backtracking],52.60%,Medium,0%
3049,Earliest Second to Mark Indices II,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/description/,[Array][Binary Search][Greedy][Heap (Priority Queue)],21.30%,Hard,0%
3026,Maximum Good Subarray Sum,https://leetcode.com/problems/maximum-good-subarray-sum/description/,[Array][Hash Table][Prefix Sum],17.50%,Medium,0%
1403,Minimum Subsequence in Non-Increasing Order,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order/description/,[Array][Greedy][Sorting],72.50%,Easy,0%
1898,Maximum Number of Removable Characters,https://leetcode.com/problems/maximum-number-of-removable-characters/description/,[Array][Two Pointers][String][Binary Search],43.20%,Medium,0%
2295,Replace Elements in an Array,https://leetcode.com/problems/replace-elements-in-an-array/description/,[Array][Hash Table][Simulation],57.80%,Medium,0%
3015,Count the Number of Houses at a Certain Distance I,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/description/,[Breadth-First Search][Graph][Prefix Sum],54.40%,Medium,0%
3020,Find the Maximum Number of Elements in Subset,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/description/,[Array][Hash Table][Enumeration],24.20%,Medium,0%
3019,Number of Changing Keys,https://leetcode.com/problems/number-of-changing-keys/description/,[String],79.90%,Easy,0%
1407,Top Travellers,https://leetcode.com/problems/top-travellers/description/,[Database],58.00%,Easy,0%
1763,Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring/description/,[Hash Table][String][Divide and Conquer][Bit Manipulation][Sliding Window],60.40%,Easy,0%
1871,Jump Game VII,https://leetcode.com/problems/jump-game-vii/description/,[String][Dynamic Programming][Sliding Window][Prefix Sum],24.80%,Medium,0%
3010,Divide an Array Into Subarrays With Minimum Cost I,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/description/,[Array][Sorting][Enumeration],65.30%,Easy,0%
474,Ones and Zeroes,https://leetcode.com/problems/ones-and-zeroes/description/,[Array][String][Dynamic Programming],47.50%,Medium,0%
1863,Sum of All Subset XOR Totals,https://leetcode.com/problems/sum-of-all-subset-xor-totals/description/,[Array][Math][Backtracking][Bit Manipulation][Combinatorics],81.20%,Easy,0%
805,Split Array With Same Average,https://leetcode.com/problems/split-array-with-same-average/description/,[Array][Math][Dynamic Programming][Bit Manipulation][Bitmask],25.40%,Hard,0%
569,Median Employee Salary,https://leetcode.com/problems/median-employee-salary/description/,[Database],65.90%,Hard,0%
3074,Apple Redistribution into Boxes,https://leetcode.com/problems/apple-redistribution-into-boxes/description/,[Array][Greedy][Sorting],65.10%,Easy,0%
2884,Modify Columns,https://leetcode.com/problems/modify-columns/description/,,90.80%,Easy,0%
2807,Insert Greatest Common Divisors in Linked List,https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list/description/,[Linked List][Math][Number Theory],88.20%,Medium,0%
536,Construct Binary Tree from String,https://leetcode.com/problems/construct-binary-tree-from-string/description/,[String][Tree][Depth-First Search][Binary Tree],56.80%,Medium,0%
2631,Group By,https://leetcode.com/problems/group-by/description/,,80.80%,Medium,0%
265,Paint House II,https://leetcode.com/problems/paint-house-ii/description/,[Array][Dynamic Programming],54.50%,Hard,0%
910,Smallest Range II,https://leetcode.com/problems/smallest-range-ii/description/,[Array][Math][Greedy][Sorting],36.10%,Medium,0%
1231,Divide Chocolate,https://leetcode.com/problems/divide-chocolate/description/,[Array][Binary Search],58.40%,Hard,0%
2659,Make Array Empty,https://leetcode.com/problems/make-array-empty/description/,[Array][Binary Search][Greedy][Binary Indexed Tree][Segment Tree][Sorting][Ordered Set],25.00%,Hard,0%
804,Unique Morse Code Words,https://leetcode.com/problems/unique-morse-code-words/description/,[Array][Hash Table][String],82.80%,Easy,0%
275,H-Index II,https://leetcode.com/problems/h-index-ii/description/,[Array][Binary Search],38.10%,Medium,0%
1406,Stone Game III,https://leetcode.com/problems/stone-game-iii/description/,[Array][Math][Dynamic Programming][Game Theory],64.30%,Hard,0%
2596,Check Knight Tour Configuration,https://leetcode.com/problems/check-knight-tour-configuration/description/,[Array][Depth-First Search][Breadth-First Search][Matrix][Simulation],56.80%,Medium,0%
3000,Maximum Area of Longest Diagonal Rectangle,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/description/,[Array],35.30%,Easy,0%
2760,Longest Even Odd Subarray With Threshold,https://leetcode.com/problems/longest-even-odd-subarray-with-threshold/description/,[Array][Sliding Window],29.20%,Easy,0%
1035,Uncrossed Lines,https://leetcode.com/problems/uncrossed-lines/description/,[Array][Dynamic Programming],62.90%,Medium,0%
2881,Create a New Column,https://leetcode.com/problems/create-a-new-column/description/,,89.60%,Easy,0%
874,Walking Robot Simulation,https://leetcode.com/problems/walking-robot-simulation/description/,[Array][Hash Table][Simulation],39.90%,Medium,0%
879,Profitable Schemes,https://leetcode.com/problems/profitable-schemes/description/,[Array][Dynamic Programming],48.40%,Hard,0%
3066,Minimum Operations to Exceed Threshold Value II,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/description/,[Array][Heap (Priority Queue)][Simulation],26.50%,Medium,0%
639,Decode Ways II,https://leetcode.com/problems/decode-ways-ii/description/,[String][Dynamic Programming],30.70%,Hard,0%
1888,Minimum Number of Flips to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating/description/,[String][Dynamic Programming][Greedy][Sliding Window],39.80%,Medium,0%
3021,Alice and Bob Playing Flower Game,https://leetcode.com/problems/alice-and-bob-playing-flower-game/description/,[Math],47.30%,Medium,0%
1084,Sales Analysis III,https://leetcode.com/problems/sales-analysis-iii/description/,[Database],46.70%,Easy,0%
717,1-bit and 2-bit Characters,https://leetcode.com/problems/1-bit-and-2-bit-characters/description/,[Array],45.20%,Easy,0%
2889,Reshape Data: Pivot,https://leetcode.com/problems/reshape-data-pivot/description/,,80.00%,Easy,0%
3076,Shortest Uncommon Substring in an Array,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/description/,[Array][Hash Table][String][Trie],44.50%,Medium,0%
649,Dota2 Senate,https://leetcode.com/problems/dota2-senate/description/,[String][Greedy][Queue],47.50%,Medium,0%
582,Kill Process,https://leetcode.com/problems/kill-process/description/,[Array][Hash Table][Tree][Depth-First Search][Breadth-First Search],69.20%,Medium,0%
2615,Sum of Distances,https://leetcode.com/problems/sum-of-distances/description/,[Array][Hash Table][Prefix Sum],30.30%,Medium,0%
422,Valid Word Square,https://leetcode.com/problems/valid-word-square/description/,[Array][Matrix],40.80%,Easy,0%
762,Prime Number of Set Bits in Binary Representation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/description/,[Math][Bit Manipulation],69.30%,Easy,0%
1056,Confusing Number,https://leetcode.com/problems/confusing-number/description/,[Math],48.60%,Easy,0%
1911,Maximum Alternating Subsequence Sum,https://leetcode.com/problems/maximum-alternating-subsequence-sum/description/,[Array][Dynamic Programming],59.30%,Medium,0%
2476,Closest Nodes Queries in a Binary Search Tree,https://leetcode.com/problems/closest-nodes-queries-in-a-binary-search-tree/description/,[Array][Binary Search][Tree][Depth-First Search][Binary Search Tree][Binary Tree],41.40%,Medium,0%
2671,Frequency Tracker,https://leetcode.com/problems/frequency-tracker/description/,[Hash Table][Design],29.40%,Medium,0%
2799,Count Complete Subarrays in an Array,https://leetcode.com/problems/count-complete-subarrays-in-an-array/description/,[Array][Hash Table][Sliding Window],64.10%,Medium,0%
1773,Count Items Matching a Rule,https://leetcode.com/problems/count-items-matching-a-rule/description/,[Array][String],84.80%,Easy,0%
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/description/,[Array][Binary Search][Heap (Priority Queue)][Matrix],61.40%,Hard,0%
1504,Count Submatrices With All Ones,https://leetcode.com/problems/count-submatrices-with-all-ones/description/,[Array][Dynamic Programming][Stack][Matrix][Monotonic Stack],57.20%,Medium,0%
1553,Minimum Number of Days to Eat N Oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/description/,[Dynamic Programming][Memoization],35.20%,Hard,0%
1742,Maximum Number of Balls in a Box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box/description/,[Hash Table][Math][Counting],73.30%,Easy,0%
1780,Check if Number is a Sum of Powers of Three,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three/description/,[Math],67.50%,Medium,0%
2231,Largest Number After Digit Swaps by Parity,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/description/,[Sorting][Heap (Priority Queue)],61.30%,Easy,0%
2283,Check if Number Has Equal Digit Count and Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value/description/,[Hash Table][String][Counting],72.20%,Easy,0%
307,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable/description/,[Array][Design][Binary Indexed Tree][Segment Tree],40.90%,Medium,0%
492,Construct the Rectangle,https://leetcode.com/problems/construct-the-rectangle/description/,[Math],57.30%,Easy,0%
2221,Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array/description/,[Array][Math][Simulation][Combinatorics],78.50%,Medium,0%
1791,Find Center of Star Graph,https://leetcode.com/problems/find-center-of-star-graph/description/,[Graph],83.50%,Easy,0%
788,Rotated Digits,https://leetcode.com/problems/rotated-digits/description/,[Math][Dynamic Programming],56.40%,Medium,0%
1880,Check if Word Equals Summation of Two Words,https://leetcode.com/problems/check-if-word-equals-summation-of-two-words/description/,[String],74.00%,Easy,0%
2516,Take K of Each Character From Left and Right,https://leetcode.com/problems/take-k-of-each-character-from-left-and-right/description/,[Hash Table][String][Sliding Window],34.30%,Medium,0%
457,Circular Array Loop,https://leetcode.com/problems/circular-array-loop/description/,[Array][Hash Table][Two Pointers],33.80%,Medium,0%
2194,Cells in a Range on an Excel Sheet,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet/description/,[String],84.00%,Easy,0%
2293,Min Max Game,https://leetcode.com/problems/min-max-game/description/,[Array][Simulation],63.00%,Easy,0%
2981,Find Longest Special Substring That Occurs Thrice I,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/description/,[Hash Table][String][Binary Search][Sliding Window][Counting],41.80%,Medium,0%
1318,Minimum Flips to Make a OR b Equal to c,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/description/,[Bit Manipulation],71.10%,Medium,0%
830,Positions of Large Groups,https://leetcode.com/problems/positions-of-large-groups/description/,[String],52.20%,Easy,0%
2269,Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number/description/,[Math][String][Sliding Window],59.30%,Easy,0%
2481,Minimum Cuts to Divide a Circle,https://leetcode.com/problems/minimum-cuts-to-divide-a-circle/description/,[Math][Geometry],53.00%,Easy,0%
372,Super Pow,https://leetcode.com/problems/super-pow/description/,[Math][Divide and Conquer],35.20%,Medium,0%
1941,Check if All Characters Have Equal Number of Occurrences,https://leetcode.com/problems/check-if-all-characters-have-equal-number-of-occurrences/description/,[Hash Table][String][Counting],77.20%,Easy,0%
2839,Check if Strings Can be Made Equal With Operations I,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i/description/,[String],46.80%,Easy,0%
267,Palindrome Permutation II,https://leetcode.com/problems/palindrome-permutation-ii/description/,[Hash Table][String][Backtracking],41.20%,Medium,0%
1729,Find Followers Count,https://leetcode.com/problems/find-followers-count/description/,[Database],68.90%,Easy,0%
1986,Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/description/,[Array][Dynamic Programming][Backtracking][Bit Manipulation][Bitmask],33.20%,Medium,0%
2806,Account Balance After Rounded Purchase,https://leetcode.com/problems/account-balance-after-rounded-purchase/description/,[Math],51.90%,Easy,0%
3041,Maximize Consecutive Elements in an Array After Modification,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/description/,[Array][Dynamic Programming][Sorting],30.30%,Hard,0%
2879,Display the First Three Rows,https://leetcode.com/problems/display-the-first-three-rows/description/,,92.40%,Easy,0%
1179,Reformat Department Table,https://leetcode.com/problems/reformat-department-table/description/,[Database],77.60%,Easy,0%
1151,Minimum Swaps to Group All 1's Together,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/description/,[Array][Sliding Window],60.30%,Medium,0%
2614,Prime In Diagonal,https://leetcode.com/problems/prime-in-diagonal/description/,[Array][Math][Matrix][Number Theory],33.50%,Easy,0%
916,Word Subsets,https://leetcode.com/problems/word-subsets/description/,[Array][Hash Table][String],52.30%,Medium,0%
1387,Sort Integers by The Power Value,https://leetcode.com/problems/sort-integers-by-the-power-value/description/,[Dynamic Programming][Memoization][Sorting],70.00%,Medium,0%
2300,Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions/description/,[Array][Two Pointers][Binary Search][Sorting],42.50%,Medium,0%
1289,Minimum Falling Path Sum II,https://leetcode.com/problems/minimum-falling-path-sum-ii/description/,[Array][Dynamic Programming][Matrix],57.80%,Hard,0%
1402,Reducing Dishes,https://leetcode.com/problems/reducing-dishes/description/,[Array][Dynamic Programming][Greedy][Sorting],76.20%,Hard,0%
1800,Maximum Ascending Subarray Sum,https://leetcode.com/problems/maximum-ascending-subarray-sum/description/,[Array],62.30%,Easy,0%
2348,Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays/description/,[Array][Math],66.70%,Medium,0%
2570,Merge Two 2D Arrays by Summing Values,https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values/description/,[Array][Hash Table][Two Pointers],73.30%,Easy,0%
